body,title,url
"
[email protected]

“N o sé cómo le voy a hacer, yo creo que a lo mejor me tengo que ir de aquí para poder terminar la universidad”, dice Felipe Pérez, quien trabaja en la construcción del Nuevo Aeropuerto en Texcoco. Ahora recibirá un salario de mil 700 pesos a la semana.

Comenta que cuando le pagaban horas extra llevando el control de foniles ganaba 2 mil 500 pesos, lo que le alcanzaba para continuar estudiando Ingeniería Industrial, pagar una renta y enviarle dinero a su familia que vive en Tampico, Tamaulipas, de donde es originario.

Con seis meses trabajando, aún no tiene contrato, en cambio, cuatro de sus compañeros, quienes prefirieron no dar su nombre ante la situación que se está viviendo, contaron que ellos sí tienen un contrato por tiempo indefinido, puesto que se planeaba que estuvieran ahí hasta que se completara la obra.

Aunque la construcción del aeropuerto continuará por lo menos hasta el 30 de noviembre, en la zona donde se construye la terminal es notorio que disminuyó la cantidad de empleados que están durante el día. Además, personal del lugar comentó que el turno de la noche ya no está operando: “La sensación es desalentadora, nosotros tenemos que trabajar por la familia, por las necesidades que hay, y ahorita se viene fin de año”, lamentó uno de los entrevistados quien no quiso dar su nombre.

Comentó que trabajaba 20 horas extra a la semana y ganaba en promedio 6 mil o 6 mil 200 pesos, pero ahora recibirá entre 3 mil 500 y 3 mil 200. Los cuatro empleados, quienes son tuberos traileros en la obra, dijeron que los trajeron de Tuxpan, Veracruz, y que antes habían trabajado en refinerías y otros proyectos, pero no con alguna de las constructoras del aeropuerto.

Todos coincidieron en que su mayor preocupación en este momento es quedarse sin trabajo, aunque dicen que hasta el momento nadie les ha informado con claridad qué es lo que sucederá con ellos y cuál es el futuro de la construcción.

Otro de los entrevistados aprovechó para hacer un llamado al presidente electo, Andrés Manuel López Obrador: “No nada más piense en los que votaron a favor, sino en las familias que va a dejar sin sustento, más en estas fechas”.
",“La situación es desalentadora”,http://www.eluniversal.com.mx/nacion/la-situacion-es-desalentadora
"Si bien el sexo casual se relaciona, con mayor frecuencia, con las enfermedades de transmisión sexual, hasta hace poco se desconocía su impacto en la salud mental de quienes lo practican.
Un estudio, realizado por la Universidad de Estatal de California, descubrió que los adultos que practican sexo casual tienen niveles más altos de ansiedad general, ansiedad social y depresión.
Para llegar a esta conclusión, los investigadores encuestaron a más de 3 mil 900 estudiantes universitarios de todo Estados Unidos acerca de sus comportamientos sexuales ocasionales —tener relaciones íntimas con algún conocido por menos de una semana— y su bienestar mental.
Los hallazgos, publicados en The Journal of Sex Research, sugieren que entre los estudiantes universitarios el sexo casual se asoció negativamente con el bienestar y positivamente con la angustia psicológica.
“Es prematuro concluir que los encuentros sexuales casuales no presentan riesgos psicológicos dañinos para los adultos jóvenes”, señala Melina Bersamin, directora del estudio.
Como parte del trabajo, también se investigó el papel del género en la determinación de angustia mental relacionada con el sexo casual.
Esto debido a que, aunque estudios previos encontraron que las mujeres responden de manera negativa a este tipo de encuentros en comparación con los hombres, en la presente investigación el género no tuvo un efecto en los resultados.
Pese a que el estudio abre las puertas a futuras preguntas sobre los vínculos causales entre el comportamiento sexual y la salud mental, los investigadores no han determinado si el encuentro casual provoca que los problemas de salud mental existentes ocasionen que los jóvenes participen en conductas de riesgo.
",,https://www.elbotiquin.mx/sexualidad/tener-sexo-casual-puede-provocarte-ansiedad
"

Ningún presidente de la República, electo o no, tiene derecho alguno para atentar y destruir el ahorro de los mexicanos, menos aún si México es un país pobre en el que más de 50 millones de compatriotas subsisten penosamente sepultados en la pobreza, sin perder de vista que dentro de esta cifra escalofriante, otros 8 millones calientan su comida con madera devastando los bosques y selvas del sureste mexicano. ¿Cómo etiquetar a quien desperdicia el ahorro de los mexicanos?

Cuando López Portillo expropió la banca en un arrebato demagógico culposo, otra atrocidad económica y política, la nación tardó hasta el día de hoy en superar los severos daños derivados de la burocratización del sistema bancario, de la misma manera que ha sido imposible trascender a la burocratización de la energía, como es el caso de Pemex y CFE, quebradas de punta a punta y con severas consecuencias para el equilibrio financiero de la nación.

Insisto: ¿qué derecho tiene López Obrador de desperdiciar 200 mil millones de pesos, una salvajada, por decir lo menos, que le reportarían a México el tránsito de 70 millones de pasajeros, millones de toneladas de carga y una gigantesca derrama de divisas derivadas del turismo y del comercio, recursos de los que ahora ya careceremos? (Digo “tiene” porque todavía podría revertir su decisión suicida al carecer de facultades como presidente electo para detener la construcción del aeropuerto de Texcoco). ¿Qué derecho tiene de cancelar de un plumazo 450 mil puestos de trabajo, peor aún si se trata de un supuesto líder de izquierda que debe ver por el bienestar de los desposeídos? ¿Se trata entonces de impedir el arribo de divisas, perjudicar a la economía deprimiendo el turismo y el comercio y dañando tan perversa como inexplicablemente la creación impostergable de fuentes de riqueza tan necesarias en México? ¿Y todo esto por un capricho irracional, como todos los caprichos, que pagaremos todos los mexicanos? ¿Por qué no concesionarlo a la IP y recuperar los recursos públicos?

Si López Obrador contaba con evidencias de corrupción en la obra, tenía que haber investigado a los culpables y encarcelarlos, en lugar de dinamitar y hundir un barco lleno de ratas para acabar con los roedores. Jamás se había visto una decisión más estúpida, decían los diarios ingleses. ¿Cómo reparar el daño de la venta masiva de acciones emitidas por empresas mexicanas colocadas en bolsas extranjeras que perdieron 17 mil 500 millones de dólares en una sola jornada solo para dejar constancia de la llegada de AMLO al poder y del anuncio de nuevos tiempos que llaman a una nueva debacle mexicana de dimensiones impredecibles? Los tenedores foráneos escupieron los títulos mexicanos no porque nuestras empresas estuvieran mal administradas, no, sino porque su sano desarrollo y solvencia estaban comprometidos en el nuevo gobierno. Los inversionistas extranjeros tienen, claro está, memoria de elefante y patas de conejo, más aún si no olvidan la traumática experiencia cubana y venezolana. Adiós a los empleos que se iban a crear en México con esas divisas que no volverán. ¿Otra metáfora? Aquí va: López Obrador disparó una escopeta en una plaza pública llena de palomas. Éstas huyeron despavoridas, a ver cuánto tiempo tardarán en volver...

No solo se desperdiciarán miles de millones de pesos enterrados en el suelo de Texcoco, sino que se devaluó el peso, se cayó la bolsa de valores, se desplomó el precio de los 6 mil millones de bonos verdes con los que se empezó a financiar la obra, se dañó gravemente a las líneas aéreas mexicanas y se impulsó el crecimiento de las extranjeras por medio de los “Hubs” de Dallas, Miami, Atlanta y Panamá, que se tronaban los dedos para que fracasara Texcoco para arrebatarnos los beneficios de la riquísima conectividad. Lo peor no son los tremendos efectos financieros, no, lo verdaderamente grave es asistir a la muerte de la esperanza ya antes de que López Obrador tome el poder, quien parece montar, sentado al revés, a un caballo desbocado, con los ojos vendados y agarrado de la cola de la bestia. ¿Cuánto tiempo tardará cabalgando de esa manera? Los perjuicios de una caída los pagaremos todos.

Cuando AMLO sostiene que no supeditará su gobierno a la opinión de los mercados, una opinión obnubilada que podría refutar un párvulo, no tardará en padecer, junto con la sociedad mexicana, el peso insoportable de la realidad, sobre todo que Trump está decidido a cancelar las compras de petróleo a Irán, por lo que el precio del crudo podría dispararse y con ello el valor de las gasolinas que México importa a razón de 80%, gracias a la burocratización de la energía. ¿López Obrador va a subsidiar el precio del combustible o asestará un “gasolinazo” en contra del bolsillo de los electores?

Si cada punto que suban las tasas de interés le costará a México 70 mi millones de pesos y las tasas están subiendo en el mundo, ¿no se va a supeditar a los mercados y va a llevar a cabo una consulta popular para expropiar los recursos de las Afores, propiedad de los trabajadores mexicanos y financiar el pago de sus respectivos intereses por medio de la contratación de más deuda, o va a acabar con la autonomía del Banco de México para saquear las reservas mexicanas en divisas, con tal de cumplir sus promesas de campaña a como dé lugar?

De golpe la llamada “cuarta Transformación”, un proyecto nonato, nacerá muerta por haber violado el principio de la “sagrada” honestidad con una “consulta popular” espuria y traicionado al electorado con una futura reforma constitucional llamada a decapitar nuestros anhelos republicanos, misma que habrá de conducir a la destrucción de nuestra naciente democracia y, por supuesto, al caos que comenzó con la pérdida de confianza a partir del funesto error de octubre que acabará dañando a quienes, supuestamente, más se deseaba proteger al no haber aprendido ni una sola palabra de la experiencia económica y política de México.
 

Twitter: @fmartinmoreno
",Del error de octubre al caos,https://www.eluniversal.com.mx/columna/francisco-martin-moreno/nacion/del-error-de-octubre-al-caos
"Rescatando algunos versos del gran tlatoani Nezahualcóyotl, la Catrina de Erik de Luna se pone a filosofar sobre la muerte y la vida. Con su ya característico estilo, tocando temas contemporáneos de la vida cotidiana, sociedad y política, Erik presenta en Cómicos de la Legua el espectáculo Nezahualcóyotl, flor y canto, que cumplió su segunda semana de funciones con gran éxito.
El show inicia con un glamuroso entremés, donde la protagonista es María Félix, La Doña, diva de la época de oro del cine mexicano, quien nos habla de sus muertos y amores, desde Agustín Lara, Jorge Negrete, hasta su hijo Enrique. En un entallado y elegante vestido negro, inicia el show, luciendo no bella, bellísima, dice la misma actriz, encarnada por Erik, quien sorprende al salir rápidamente al segundo acto con su maquillaje y vestuario de Catrina Mexica.
De Luna estudió códices prehispánicos y crónicas que le permitieron recrear la atmósfera del México antiguo. La estética está basada en el jaguar, animal nocturno que tiene una asociación con el mundo de los muertos.
Se crearon cuatro chimalli (escudo) hechos a la usanza antigua, con plumas de diferentes aves; los penachos que porta Nezahualcóyotl, también son dignos de admirar. En su reciente visita a Viena, Erik fue al museo donde resguardan el penacho de Moctezuma, y en su nuevo espectáculo se ve una pieza con un gran aparecido, hasta el mismo actor bromeó antes de iniciar la temporada, diciendo que si veían el tocado de plumas de su Nezahualcóyotl, dirían que se había robado el original de Moctezuma.
Román Iván Gómez y Eduardo Aguilera, interpretan al gran tlatoani, en su versión juvenil y adulta, ambos recitan celebres poemas, incluso en náhuatl.
Nezahualcóyotl “de niño vio cómo detrás de unos matorrales mataron a sus padres… como Batman”, dice la Muerte y las risas se vuelven estruendos. En su obra literaria, el tlatoani habla de inmensas riquezas, y con su personaje, Erik cuestiona cómo sería hoy la vida de aquel poeta prehispánico, con tanto pago de impuestos.



Artículo


Velar a la muerte, el trabajo que pocos se atreven a hacer 


Nuestras Historias


Elías Jiménez recorre sin temor cada rincón del panteón Cimatario todas las noches para vigilar que todo esté bien 







En los billetes de 100 pesos, aparece un fragmento del  poema  atribuido a Nezahualcóyotl: “Amo el canto del cenzontle/ pájaro de cuatrocientas voces/ Amo el color del jade/ y el enervante perfume de las flores/ pero amo más a mi hermano: el hombre”.
“Nezahualcóyotl se hubiera vuelto a morir si hubiera nacido en esta época de reggaetón”, dice la Catrina. Y reconstruye el poema a las verdades en las que hoy vivimos. “Amo el canto de Maluma, amo el humo de los camiones y el tráfico en 5 de Febrero, pero amo más a la quesadilla… con queso”.
“Yo Nezahualcóyotl lo pregunto: ¿Acaso de veras se vive con raíz en la tierra?”, con este verso Erik de Luna inicia una compleja reflexión filosófica sobre aquellos lugares que permiten la iluminación divida. También cuestiona: ¿A dónde se va después de la muerte? ¿Cómo será el lugar de los descarnados? ¿El más allá? ¿El otro mundo? ¿La eternidad? La eternidad, que es muy similar a los pagos de una casa.
Así, entre verdades y risas, la Catrina nos cuenta la historia de Nezahualcóyotl, el arquitecto, el estadista, el poeta que a su muerte salió envuelto en petate y varas; un personaje histórico que hoy pocos reconocen, aunque carguen en sus carteras un billete con su rostro.
La música destaca en este montaje, porque son instrumentos de origen prehispánicos, como el ayacaxtli (flautas), huéhuetl (tambor) y el chicahuaxtli (palos de lluvia), los silbatos zoomorfos y hueseras.
Las funciones continuarán 8, 9, 10, 15, 16, 17, 22, 23 y 24 de noviembre; los jueves la entrada general es de 200 pesos, y todos los días los boletos de gayola tienen un costo de 100 pesos.
 
cetn
",La Catrina se pone a filosofar,http://www.eluniversalqueretaro.mx/portada/la-catrina-se-pone-filosofar
"

Guaymas, Sonora

Carmelita Guadalupe tiene 19 años y Pablo Alejandro 27, son novios desde hace cuatro. En septiembre él le propuso matrimonio, y aunque no se ha realizado la “petición de mano formal”, las familias de ambos están de acuerdo. Ellos se casarán sólo por la Iglesia, ya que las leyes del estado no contemplan el matrimonio entre personas con síndrome de Down.

La pareja se ve al menos dos veces a la semana para platicar, jugar lotería, ver películas o series en la televisión, van al cine y todos los domingos acuden a misa.

Con coquetería, en la mano derecha Carmelita luce un anillo de oro blanco que le regaló su novio, le gusta peinar su cabello, que la vea bonita.

Frente a su novio, emocionada narra a EL UNIVERSAL la historia de amor con quien también fue su mejor amigo de la infancia.

Todo empezó la víspera de sus 15 años; le pidió que fuera su chambelán. La convivencia fue más intensa entre preparativos, ensayos del vals, la ceremonia religiosa y la fiesta que tanto anhelaba. Ese día fue muy especial, disfrutó la celebración y se pusieron de novios.

La seduce con flores

Ya cumplieron cuatro años de relación, Pablo Alejandro entra a su casa en visita formal los días jueves; no es complicado, son vecinos en la colonia Miguel Hidalgo, conocida como la Antena de Guaymas, Sonora.
 
 

Carmelita comenta que sus encuentros son muy agradables porque su novio es muy amable, le lleva muchos regalos, a veces dulces, una flor o un peluche.

Con visible emoción relata que el pasado 9 de septiembre, cuando sus padres la llevaron a un restaurante a festejar su cumpleaños número 19, frente a todos los comensales y sus amigas —compañeras del gimnasio—, después de que le cantaron Las mañanitas, Pablo Alejandro se arrodilló frente a ella, sacó un anillo y le preguntó: “‘¿Te quieres casar conmigo?’. Le dije que sí”, recuerda con una sonrisa.

La joven de rostro infantil dice que los detalles románticos suceden a menudo, todo es motivo de festejo.

Carmelita con ayuda de su madre, María Concepción Becerra de Martínez, hace 15 días le preparó una cena romántica en su casa, vistió la mesa con un mantel y velas rojas, preparó nachos con carne y brindaron con jugo. Fue una velada romántica.

Enamorados y llenos de ilusión esperan unir sus vidas en noviembre de 2019 en el Templo San Francisco Javier, que se ubica a unos 100 metros de las casas de los novios.

Sus padres están de acuerdo, pero aún no se ha realizado la pedida de mano formal.

“Yo quiero mucho a mi hija y todo lo que ella decida está bien hecho, yo quiero que sea feliz, la ley no tiene nada que ver cuando hay amor”, refiere el señor Bernardo Martínez Quijada, anticipándose a la existencia de algún impedimento legal para que se lleve a cabo la boda. Pues Sonora es de los pocos estados que permiten la boda entre menores de edad, no así entre parejas con síndrome de Down.

El matrimonio Martínez Becerra externa plena alegría al contemplar a su hija ilusionada y feliz con su noviazgo. Coinciden que están preparados para recibir un nuevo hijo en casa —Pablo Alejandro—, ya que los acogerán en el hogar; sus tres hijos mayores ya están casados y su princesita —como le llaman—, todavía los necesita.

De acuerdo con la ciencia, la mayoría de los casos de síndrome de Down ocurren por la llamada trisomía en el cromosoma 21. La población posee, en condiciones normales, dos copias de éste, uno heredado de la madre y uno del padre durante la reproducción sexual.

Un novio trabajador

Pablo Alejandro tiene 27 años, es un hombre productivo, trabaja en el restaurante de su padre, que se ubica en el mercado municipal de Guaymas, concluyó la educación primaria en el Centro de Atención Múltiple (CAM).

Carmelita Guadalupe también estudió la primaria, ella en el Instituto Cervino, una escuela particular de Guaymas. Es muy activa, pero le gustan las labores de la casa y se dedicará a atender a su esposo.

Blanca Estela González, madre de Pablo Alejandro, comenta que al principio pensó que el amor de esta feliz pareja era una fantasía, pero ahora sabe que es un sentimiento serio, ve lo enamorado que está su hijo y la angustia que sufre cuando no sabe de Carmelita.
 
 

Añade: “No hemos hecho la formal pedida de mano, pero ellos se dicen prometido y prometida, y eso son para nosotros”.

“Tienen todo el derecho a ser felices, tienen sentimientos como cualquiera”, coincidieron los padres de los jóvenes, quienes sonrientes celebraron la comunicación que tienen desde que despiertan, con los constantes mensajes de audio y video que se envían.

Los padres están preparándose para hacer una boda al gusto de los novios, será una celebración sencilla para familia y amigos, “pero que quede claro que no queremos ayuda de nadie, un gastito sí lo puedo hacer”, dice orgulloso el señor Bernardo, papá de Carmelita.
","Se aman, pero la ley impide uniones entre personas Down",http://www.eluniversal.com.mx/estados/se-aman-pero-la-ley-impide-uniones-entre-personas-down
"Por primera vez desde el año 2015 se registró una caída en el crecimiento económico de San Luis Potosí, esto de acuerdo a los resultados del Indicador Trimestral de la Actividad Económica Estatal (ITAEE) del INEGI, correspondiente al segundo trimestre de 2018 abril- junio, en donde la entidad decreció en 1.6 por ciento.
Es decir, en comparación con el primer trimestre del año enero- marzo, hubo un retroceso de la economía potosina, no obstante si se comparan las cifras respecto al mismo periodo del año pasado se da cuenta que hay un crecimiento de 5.3 por ciento, es decir que de manera global la entidad ha tenido un crecimiento importante durante el último año.
Sin embargo, analizándolo de forma trimestral, esta caída no sucedía desde el primer trimestre de 2016, todos los trimestres entre esta fecha y el segundo trimestre de 2018 habían sido siempre al alza, hasta ahora que se cayó en este bache, de cualquier forma en un panorama más amplio no se trata de una caída alarmante.
Si se toma en cuenta como porcentaje del crecimiento total de la nación, San Luis Potosí se coloca como la séptima entidad que más aportó durante el segundo trimestre de 2018 a la economía del país con un .12 por ciento, solo por detrás de la Ciudad de México, Estado de México, Jalisco, Nuevo León, Puebla y Baja California Sur, estando por encima de sus pares del bajío como Guanajuato, Querétaro y Aguascalientes.
Siendo además en las actividades secundarias en donde la entidad potosina ha tenido el mejor desempeño, respecto del año anterior ha tenido un crecimiento real de hasta 12.4 por ciento y siendo el cuarto estado a nivel nacional que más contribuye a estas actividades, esto derivado principalmente del crecimiento industrial, específicamente de las manufacturas del sector metal- mecánico.
",Cayó economía de SLP en segundo trimestre de 2018: INEGI,http://sanluis.eluniversal.com.mx/cartera/29-10-2018/cayo-economia-de-slp-en-segundo-trimestre-de-2018-inegi
"Joaquín ‘El Chapo’ Guzmán ocasionó a lo largo de su carrera disputas contra grupos antagónicos por el control de la venta de drogas.
Su emporio criminal está cimentado en miles de muertes, pagos millonarios a autoridades corruptas y el daño a la salud de millones de personas.
Pero Guzmán Loera vivió en carne propia la muerte de seres queridos a causa de las guerras encarnecidas que inició contra cárteles rivales.
‘El Chapo’ se estremeció al conocer que los hermanos Beltrán Leyva asesinaron a su hijo Edgar Guzmán López, de solo 22 años de edad, el 9 de mayo del 2008.
El homicidio se debió a que los narcotraficantes acusaron a Guzmán Loera de ser el responsable de entregar a las autoridades a su hermano Héctor. Por lo que decidieron romper la sociedad que tenían con el Chapo y en represalia matar a su heredero.
Allegados al capo reconocieron que la muerte de Édgar caló profundo en el ánimo del capo y durante varios años intentó proteger al resto de sus hijos de los asuntos del negocio.
Pero al ser capturado, fueron los propios hijos los que tomaron las riendas de la organización criminal y se mantuvieron en guerra con grupos como el Cártel Jalisco Nueva Generación, Los Zeta y los Beltrán Leyva.
VER: Los herederos de los capos
",El hijo del Chapo que mataron los Beltrán,http://www.unionjalisco.mx/articulo/2018/11/01/seguridad/el-hijo-del-chapo-que-mataron-los-beltran?platform=hootsuite
"Capacítate para el empleo es una plataforma desarrollada por la Fundación Carlos Slim, en la cual puedes tomar varios cursos de forma gratuita a través de internet.
A través de Capacítate para el Empleo puedes tomar varios cursos que te permitirán aprender un oficio, lo cual te ayudará a conseguir un trabajo o emprender tu propio negocio.
Solo tienes que registrarte para poder iniciar tu aprendizaje; al concluir cualquiera de los cursos que te ofrece Capacítate para el Empleo, obtendrás un certificado que acredita tu aprendizaje.
Uno de los cursos que puedes tomar en Capacítate para el empleo es el de Reparador de aire acondicionado.
""En este curso aprenderás los conceptos básicos de electricidad, líquidos y gases, que te ayudarán a entender cómo funcionan los equipos de aire acondicionado. Sabrás cómo dar mantenimiento preventivo y correctivo  a esos equipos y conocerás nuevas tecnologías aplicadas a la climatización"".
""Estos y otros temas te servirán para desempeñarte como reparador de aire acondicionado"".
Si deseas más información sobre este curso, puedes dar click en este enlace.
 
",Curso gratis: Reparador de aire acondicionado,http://www.unioncdmx.mx/articulo/2018/11/01/educacion/curso-gratis-reparador-de-aire-acondicionado
"[email protected]
La imagen de una pequeña niña ataviada con la vestimenta tradicional del pueblo Triqui observa con ojos atentos a los paseantes de una calle de París, Francia. Se trata de un mural que retrata los primeros años de la cantante Lila Downs y que recientemente fue elaborado por el artista oaxaqueño Joel Merino López, como parte del recorrido que realiza por cinco países de Europa.
Originario de San Juan Copala, una comunidad triqui perteneciente al municipio de Santiago Juxtlahuaca, Joel se ha dado a conocer en el mundo de la plástica por una férrea defensa de las tradiciones y la esencia  de los pueblos originarios, las cuales ha plasmado en su obra. Actualmente este oaxaqueño de 29 años recorre Europa dejando a su paso murales con esta temática.
En un periodo de dos meses, el artista ha intervenido paredes en Bélgica, Francia y España. Sus siguientes paradas contemplan Alemania e Italia. En entrevista telefónica con EL UNIVERSAL Joel cuenta que es la segunda vez que recorre países de Europa con su arte, la primera fue en 2016, siempre fomentando su legado como oaxaqueño y artesano.

—Han recibido muy bien mi trabajo. Estaban intrigados, desconocían todo sobre los pueblos originarios de México y de Oaxaca, dice Joel sobre el impacto que ha tenido su obra.
Esa es precisamente la intención del artista, pues explica que en otros países, e incluso en México se tiende a pensar que las tradiciones y la cosmovisión de estos pueblos es algo que existió en el pasado.
 —Es importante que se esté difundiendo  del otro lado del océano, que se comience a conocer la diversidad tan grande y pluricultural que tiene el país. Y sobre todo  que los pueblos originarios siguen trabajando y resistiendo, que no son el pasado, afirma.

 Joel sabe de lo que habla. Cuando tenía entre 6 y 7 años él y su familia tuvieron que salir de San Juan Copala por las problemáticas sociales que arrastra esa comunidad desde hace años. Desplazados, sus padres se dedicaron a recorrer el país ofreciendo las artesanías de su pueblo: su madre prendas elaboradas en  telar de cintura y su padre piezas de joyería en plata.  Finalmente la familia se asentó en Querétaro, entidad donde existe una comunidad de desplazados triquis que sigue conservando sus usos y costumbres y que  actualmente funciona como la  asociación civil de artesanos Tinujei.
Joel dice que ha sido por esa herencia familiar que la lengua, historia y cosmogonía de su pueblo habitan en sus creaciones. Él mismo se define no sólo como artista sino también como artesano. De ahí también su necesidad de que las representaciones del pueblo triqui conquisten otros territorios, para asegurar su preservación. 
Aunque Joel ha pintado desde que tiene uso de razón, cuenta que su trayectoria profesional  despegó  en 2014. Fue entonces  que su obra  comenzó a exhibirse en museos y galerías. Actualmente algunas de sus piezas forman parte del acervo permanente de la Comisión Nacional para el Desarrollo de los Pueblos Indígenas.

La conquista de la calle
Cuando Joel pinta en alguna calle de París o Bélgica, lo hace rodeado de personas que atestiguan como sus trazos van convirtiéndose en relatos. Aunque trabaja obras en caballete o incluso grabados, el oaxaqueño reconoce que son los murales los que le causan especial fascinación. La razón, explica, se debe a la libertad y el alcance del formato.   
 —Me gusta el grafiti, siempre me ha gustado la relación con la calle por que crecí como artesano vendiendo en ella. Pintar en la calle te garantiza platicar y  conocer gente. Me gustan las relaciones humanas que se mueven alrededor de donde pintas. Es más visible, detalla.
 Pero además del alcance que su obra tiene al intervenir paredes en distintas ciudades del mundo, Joel explica que el muralismo le da libertad. La muestra de sus palabras es el viaje que emprendió a finales de agosto y que lo tendrá recorriendo ciudades de  Europa hasta octubre.
 
Para lograr llevar su arte a distintos países Joel decidió ser autogestivo y no depender de ningún apoyo gubernamental. Sus intervenciones se logran gracias a los recursos que obtiene de la venta de sus obras y artesanías, así como de invitaciones de colectivos que  lo respaldan.
 —Nunca me ha interesado lo institucional, prefiero seguir trabajando por mi cuenta. Compartir con mi pueblo es mi más grande logro, señala.
 En estos meses Joel lo mismo ha tenido intervenciones en un festival en Bruselas, que ha tuneado un tacomovil de un negocio de comida.  El viaje no ha terminado, pero el oaxaqueño ya prepara nuevos proyectos tanto en México como en otros países. La siguiente parada, anuncia, será Chicago.
",Pintor triqui lleva su arte por Europa ,http://oaxaca.eluniversal.com.mx/especiales/25-09-2018/pintor-triqui-lleva-su-arte-por-europa
" 0 % PULSO SOCIAL0 Amalia Hernández dedicó su vida entera al baile, desde sus primeros pasos hasta sus últimos días. La fundadora del Ballet Folklórico de México es recordada por llevar las danzas tradicionales de nuestro país a escenarios de todo el mundo.
Comenzó su carrera como coreografa y bailarina en la Academia de Danza Mexicana, donde desarrolló su propio estilo. Hernández combinaba los movimientos de su formación tradicional con las danzas típicas de México, creando el baile folklórico.
Para recordar el legado de esta artista, quien murió en el año 2000 a los 83 años, en De10.mx te presentamos 10 datos sobre la vida de Amalia Hernández:
1. Descubrió su pasión a los 8 años
",,http://de10.com.mx/top-10/2018/11/04/amalia-hernandez-10-datos-de-la-bailarina-que-llevo-mexico-por-el-mundo
"

Cruz Azul regresó al liderato del Apertura 2018, con su victoria de este domingo ante los Pumas. Así, la Máquina llegó a 30 puntos y superó al América y a Santos Laguna, segundo y tercero respectivamente. 
 Sin embargo, los 'Guerreros' tienen la oportunidad de asaltar la cima de la tabla general, si gana en su juego de esta jornada ante los Gallos Blancos.
 El resto de los puestos que otorgan lugar en la liguilla: Toluca (5), Monterrey (6), Tigres (7) y Pachuca (8).
 La Jornada cerarrá con los juegos entre Querétaro vs Santos y Atlas vs León

",Así marcha la tabla en el Apertura 2018,http://www.eluniversal.com.mx/universal-deportes/futbol/asi-marcha-la-tabla-en-el-apertura-2018
